Order_id,Order_date,Customer_id,Customer_name,Product,Category,City,Quantity,Unit_price,Payment_method,Discount,Sales_amount,Region,Customer_type,Order_status
ORD0091,28-09-2026,C030,Ananya,Microwave,Home Appliances,Delhi,1,11000,UPI,15%,9350,North,Returning,Completed
ORD0092,03-06-2026,C056,Isha,Smartphone,Electronics,Delhi,4,32000,Cash,10%,115200,North,New,Completed
ORD0093,05-11-2026,C032,Neha,Jeans,Clothing,Mysore,4,1800,Card,10%,6480,South,Returning,Completed
ORD0094,02-01-2026,C063,Pooja,Vacuum Cleaner,Home Appliances,Chennai,1,7500,Net Banking,15%,6375,South,Returning,Completed
ORD0095,28-12-2026,C009,Meera,Vacuum Cleaner,Home Appliances,Delhi,2,7500,UPI,10%,13500,North,New,Completed
ORD0096,30-03-2026,C052,Asha,Jacket,Clothing,Chennai,3,3200,Cash,0%,9600,South,New,Completed
ORD0097,08-08-2026,C076,Rohan,Mouse,Electronics,Chennai,3,900,UPI,15%,2295,South,Returning,Completed
ORD0098,27-05-2026,C047,Manoj,Mixer,Home Appliances,Bangalore,3,3500,Card,10%,9450,South,Returning,Completed
ORD0099,17-10-2026,C084,Manoj,Jacket,Clothing,Pune,1,3200,UPI,20%,2560,West,Returning,Completed
ORD0100,18-09-2026,C079,Neha,Vacuum Cleaner,Home Appliances,Bangalore,2,7500,Card,10%,13500,South,Returning,Completed
ORD0101,03-10-2026,C059,Pooja,Mixer,Home Appliances,Hyderabad,3,3500,Net Banking,20%,8400,South,Returning,Completed
ORD0102,28-01-2026,C075,Rahul,Microwave,Home Appliances,Delhi,5,11000,UPI,5%,52250,North,New,Completed
ORD0103,24-09-2026,C032,Asha,Shoes,Clothing,Mumbai,3,2800,UPI,5%,7980,West,Returning,Completed
ORD0104,23-07-2026,C020,Kavya,Fan,Home Appliances,Chennai,4,2800,Cash,5%,10640,South,New,Completed
ORD0105,14-02-2026,C017,Rohan,Keyboard,Electronics,Mumbai,5,1800,Cash,5%,8550,West,New,Completed
ORD0106,27-08-2026,C051,Asha,Fan,Home Appliances,Hyderabad,2,2800,Net Banking,5%,5320,South,New,Completed
ORD0107,20-03-2026,C075,Asha,Fan,Home Appliances,Chennai,5,2800,Cash,20%,11200,South,Returning,Completed
ORD0108,12-08-2026,C073,Kiran,T-Shirt,Clothing,Pune,1,900,Net Banking,0%,900,West,New,Completed
ORD0109,25-04-2026,C069,Asha,Laptop,Electronics,Chennai,3,55000,Card,0%,165000,South,Returning,Completed
ORD0110,10-09-2026,C081,Vikram,Keyboard,Electronics,Hyderabad,4,1800,Cash,10%,6480,South,Returning,Completed
ORD0111,24-08-2026,C024,Rahul,Jacket,Clothing,Delhi,2,3200,Card,20%,5120,North,Returning,Completed
ORD0112,20-06-2026,C046,Ananya,T-Shirt,Clothing,Hyderabad,1,900,Net Banking,15%,765,South,Returning,Completed
ORD0113,10-11-2026,C027,Asha,Smartphone,Electronics,Hyderabad,4,32000,Cash,15%,108800,South,New,Completed
ORD0114,14-07-2026,C059,Nikhil,Smartphone,Electronics,Pune,3,32000,UPI,10%,86400,West,New,Completed
ORD0115,09-08-2026,C059,Ananya,Vacuum Cleaner,Home Appliances,Chennai,3,7500,Cash,0%,22500,South,Returning,Completed
ORD0116,15-11-2026,C007,Ananya,Laptop,Electronics,Pune,1,55000,Card,0%,55000,West,Returning,Completed
ORD0117,04-04-2026,C057,Kiran,Microwave,Home Appliances,Chennai,1,11000,Net Banking,0%,11000,South,New,Completed
ORD0118,14-03-2026,C081,Suresh,Table Lamp,Furniture,Bangalore,5,1800,Cash,20%,7200,South,New,Completed
ORD0119,22-07-2026,C003,Suresh,Desk,Furniture,Pune,5,12000,Net Banking,10%,54000,West,Returning,Completed
ORD0120,20-08-2026,C067,Pooja,Vacuum Cleaner,Home Appliances,Bangalore,1,7500,Cash,0%,7500,South,Returning,Completed
ORD0121,19-02-2026,C027,Manoj,Bookshelf,Furniture,Mangalore,2,6500,UPI,20%,10400,South,New,Completed
ORD0122,02-03-2026,C032,Manoj,Fan,Home Appliances,Mumbai,3,2800,Net Banking,20%,6720,West,New,Completed
ORD0123,18-07-2026,C073,Rahul,Fan,Home Appliances,Chennai,2,2800,Card,20%,4480,South,New,Completed
ORD0124,02-09-2026,C027,Meera,Office Chair,Furniture,Hyderabad,4,8500,Net Banking,15%,28900,South,Returning,Cancelled
ORD0125,06-10-2026,C011,Pooja,Table Lamp,Furniture,Chennai,5,1800,Net Banking,5%,8550,South,Returning,Completed
ORD0126,06-12-2026,C014,Divya,Mouse,Electronics,Bangalore,4,900,Card,10%,3240,South,Returning,Completed
ORD0127,18-10-2026,C083,Suresh,Bookshelf,Furniture,Delhi,5,6500,UPI,20%,26000,North,New,Completed
ORD0128,26-05-2026,C087,Suresh,T-Shirt,Clothing,Mangalore,1,900,Card,15%,765,South,Returning,Completed
ORD0129,28-10-2026,C100,Arjun,Table Lamp,Furniture,Mysore,4,1800,Cash,5%,6840,South,Returning,Completed
ORD0130,11-04-2026,C027,Nikhil,Microwave,Home Appliances,Hyderabad,2,11000,Net Banking,5%,20900,South,Returning,Completed
ORD0131,27-03-2026,C097,Kiran,Jacket,Clothing,Pune,4,3200,Cash,5%,12160,West,New,Completed
ORD0132,12-05-2026,C003,Rohan,Mouse,Electronics,Hyderabad,4,900,Cash,20%,2880,South,Returning,Completed
ORD0133,08-05-2026,C054,Sneha,Jeans,Clothing,Mumbai,2,1800,Cash,10%,3240,West,Returning,Completed
ORD0134,17-09-2026,C040,Amit,Office Chair,Furniture,Hyderabad,1,8500,Net Banking,15%,7225,South,Returning,Completed
ORD0135,25-10-2026,C018,Sneha,Mouse,Electronics,Chennai,1,900,Net Banking,5%,855,South,New,Completed
ORD0136,27-09-2026,C030,Nikhil,Mouse,Electronics,Hyderabad,5,900,UPI,10%,4050,South,New,Completed
ORD0137,22-05-2026,C078,Ananya,T-Shirt,Clothing,Pune,5,900,UPI,10%,4050,West,Returning,Completed
ORD0138,22-06-2026,C079,Rohan,Office Chair,Furniture,Mumbai,5,8500,Cash,0%,42500,West,Returning,Returned
ORD0139,31-12-2026,C088,Nikhil,Table Lamp,Furniture,Chennai,5,1800,Net Banking,5%,8550,South,Returning,Cancelled
ORD0140,22-12-2026,C094,Pooja,Keyboard,Electronics,Pune,1,1800,Card,20%,1440,West,New,Completed
ORD0141,22-01-2026,C071,Sneha,Vacuum Cleaner,Home Appliances,Pune,4,7500,Cash,5%,28500,West,Returning,Completed
ORD0142,02-02-2026,C088,Meera,Mixer,Home Appliances,Pune,3,3500,Cash,10%,9450,West,New,Completed
ORD0143,09-11-2026,C077,Ananya,Bookshelf,Furniture,Delhi,1,6500,Net Banking,20%,5200,North,Returning,Completed
ORD0144,15-08-2026,C067,Kiran,Jeans,Clothing,Pune,3,1800,Card,5%,5130,West,New,Completed
ORD0145,05-02-2026,C037,Rohan,Keyboard,Electronics,Mangalore,5,1800,Card,15%,7650,South,Returning,Completed
ORD0146,14-11-2026,C075,Neha,Table Lamp,Furniture,Mysore,4,1800,Card,5%,6840,South,Returning,Completed
ORD0147,17-03-2026,C008,Kavya,Headphones,Electronics,Mysore,5,2500,Card,0%,12500,South,Returning,Completed
ORD0148,17-12-2026,C100,Asha,Headphones,Electronics,Pune,5,2500,UPI,15%,10625,West,New,Completed
ORD0149,13-05-2026,C079,Rohan,Keyboard,Electronics,Mumbai,1,1800,Net Banking,20%,1440,West,Returning,Completed
ORD0150,20-04-2026,C013,Vikram,T-Shirt,Clothing,Mumbai,2,900,UPI,5%,1710,West,Returning,Completed
ORD0151,10-03-2026,C069,Rahul,Keyboard,Electronics,Pune,3,1800,Card,10%,4860,West,Returning,Completed
ORD0152,04-08-2026,C026,Nikhil,Mouse,Electronics,Hyderabad,1,900,Net Banking,10%,810,South,New,Completed
ORD0153,25-04-2026,C079,Amit,Jacket,Clothing,Hyderabad,4,3200,Card,20%,10240,South,Returning,Completed
ORD0154,17-01-2026,C016,Kavya,Smartphone,Electronics,Bangalore,2,32000,UPI,15%,54400,South,Returning,Completed
ORD0155,16-01-2026,C086,Sneha,Microwave,Home Appliances,Delhi,5,11000,Cash,5%,52250,North,Returning,Completed
ORD0156,09-10-2026,C042,Ananya,T-Shirt,Clothing,Mysore,5,900,Cash,10%,4050,South,New,Completed
ORD0157,14-03-2026,C100,Priya,Shoes,Clothing,Delhi,1,2800,UPI,0%,2800,North,Returning,Completed
ORD0158,27-09-2026,C064,Aditya,Shoes,Clothing,Bangalore,4,2800,Cash,0%,11200,South,Returning,Completed
ORD0159,12-09-2026,C085,Ananya,Laptop,Electronics,Mangalore,4,55000,Cash,10%,198000,South,Returning,Completed
ORD0160,23-01-2026,C035,Neha,T-Shirt,Clothing,Bangalore,3,900,Net Banking,10%,2430,South,Returning,Completed
ORD0161,11-04-2026,C019,Priya,Microwave,Home Appliances,Pune,1,11000,Cash,0%,11000,West,Returning,Completed
ORD0162,24-05-2026,C036,Meera,Table Lamp,Furniture,Mumbai,3,1800,Card,0%,5400,West,New,Completed
ORD0163,22-06-2026,C052,Vikram,Headphones,Electronics,Chennai,2,2500,Card,20%,4000,South,Returning,Completed
ORD0164,02-07-2026,C084,Vikram,Microwave,Home Appliances,Hyderabad,3,11000,Net Banking,15%,28050,South,Returning,Completed
ORD0165,17-05-2026,C044,Pooja,Mixer,Home Appliances,Pune,2,3500,Card,0%,7000,West,Returning,Returned
ORD0166,12-04-2026,C090,Amit,Table Lamp,Furniture,Mumbai,4,1800,Net Banking,10%,6480,West,Returning,Completed
ORD0167,02-11-2026,C003,Neha,Mouse,Electronics,Hyderabad,5,900,Net Banking,10%,4050,South,Returning,Completed
ORD0168,06-03-2026,C060,Neha,Bookshelf,Furniture,Delhi,1,6500,Net Banking,5%,6175,North,Returning,Completed
ORD0169,16-10-2026,C058,Meera,Fan,Home Appliances,Mysore,3,2800,Cash,0%,8400,South,Returning,Completed
ORD0170,19-02-2026,C059,Aditya,Office Chair,Furniture,Mumbai,1,8500,Net Banking,0%,8500,West,Returning,Completed
ORD0171,21-02-2026,C063,Pooja,Mixer,Home Appliances,Hyderabad,3,3500,Net Banking,15%,8925,South,Returning,Completed
ORD0172,13-09-2026,C071,Pooja,Jeans,Clothing,Delhi,5,1800,Card,0%,9000,North,Returning,Completed
ORD0173,12-11-2026,C068,Pooja,Shoes,Clothing,Mysore,5,2800,Net Banking,10%,12600,South,Returning,Completed
ORD0174,24-04-2026,C004,Meera,Jeans,Clothing,Mumbai,2,1800,Cash,10%,3240,West,New,Completed
ORD0175,17-10-2026,C022,Suresh,Table Lamp,Furniture,Pune,1,1800,Net Banking,20%,1440,West,Returning,Completed
ORD0176,06-01-2026,C014,Priya,Keyboard,Electronics,Mysore,5,1800,Card,5%,8550,South,New,Completed
ORD0177,25-01-2026,C090,Nikhil,Mixer,Home Appliances,Delhi,1,3500,UPI,15%,2975,North,Returning,Completed
ORD0178,12-10-2026,C002,Ananya,Table Lamp,Furniture,Pune,2,1800,Net Banking,5%,3420,West,Returning,Completed
ORD0179,09-07-2026,C039,Kavya,Jeans,Clothing,Mumbai,3,1800,Card,20%,4320,West,Returning,Completed
ORD0180,16-12-2026,C074,Meera,Laptop,Electronics,Mangalore,3,55000,Cash,5%,156750,South,New,Completed
ORD0181,04-08-2026,C043,Asha,Laptop,Electronics,Bangalore,4,55000,UPI,0%,220000,South,New,Completed
ORD0182,06-11-2026,C054,Sneha,Desk,Furniture,Delhi,4,12000,UPI,5%,45600,North,New,Completed
ORD0183,21-02-2026,C029,Rahul,Fan,Home Appliances,Mumbai,4,2800,Cash,5%,10640,West,Returning,Completed
ORD0184,01-01-2026,C096,Nikhil,Smartphone,Electronics,Delhi,4,32000,Cash,20%,102400,North,Returning,Completed
ORD0185,20-04-2026,C054,Arjun,Jacket,Clothing,Bangalore,4,3200,Cash,15%,10880,South,Returning,Completed
ORD0186,12-04-2026,C086,Amit,Desk,Furniture,Mangalore,4,12000,Cash,20%,38400,South,Returning,Completed
ORD0187,12-12-2026,C083,Ananya,Desk,Furniture,Mumbai,4,12000,Cash,5%,45600,West,Returning,Completed
ORD0188,19-09-2026,C074,Pooja,Microwave,Home Appliances,Mysore,1,11000,UPI,20%,8800,South,Returning,Completed
ORD0189,01-05-2026,C075,Neha,Smartphone,Electronics,Bangalore,3,32000,Cash,20%,76800,South,New,Completed
ORD0190,05-02-2026,C026,Isha,Headphones,Electronics,Bangalore,1,2500,UPI,10%,2250,South,Returning,Completed
ORD0191,25-08-2026,C029,Rahul,T-Shirt,Clothing,Pune,3,900,Net Banking,15%,2295,West,New,Cancelled
ORD0192,29-11-2026,C059,Aditya,Keyboard,Electronics,Mysore,4,1800,UPI,10%,6480,South,Returning,Cancelled
ORD0193,14-04-2026,C070,Neha,Headphones,Electronics,Chennai,1,2500,Net Banking,10%,2250,South,New,Completed
ORD0194,19-04-2026,C049,Rohan,Laptop,Electronics,Mangalore,1,55000,Card,5%,52250,South,Returning,Completed
ORD0195,08-04-2026,C007,Aditya,Mixer,Home Appliances,Pune,4,3500,Card,5%,13300,West,Returning,Completed
ORD0196,13-03-2026,C055,Arjun,Vacuum Cleaner,Home Appliances,Pune,3,7500,Cash,15%,19125,West,Returning,Completed
ORD0197,17-02-2026,C094,Kiran,Fan,Home Appliances,Chennai,3,2800,Net Banking,15%,7140,South,New,Completed
ORD0198,08-04-2026,C095,Suresh,Table Lamp,Furniture,Mangalore,3,1800,Net Banking,10%,4860,South,Returning,Returned
ORD0199,30-12-2026,C087,Kiran,Office Chair,Furniture,Pune,4,8500,Net Banking,0%,34000,West,Returning,Completed
ORD0200,08-01-2026,C026,Neha,Bookshelf,Furniture,Bangalore,1,6500,Net Banking,20%,5200,South,Returning,Completed
ORD0201,06-08-2026,C053,Arjun,Keyboard,Electronics,Mumbai,5,1800,Cash,0%,9000,West,New,Completed
ORD0202,11-04-2026,C070,Meera,Smartphone,Electronics,Bangalore,1,32000,Card,5%,30400,South,New,Returned
ORD0203,26-04-2026,C059,Kiran,Desk,Furniture,Mumbai,5,12000,Card,20%,48000,West,New,Completed
ORD0204,19-01-2026,C009,Arjun,Desk,Furniture,Bangalore,3,12000,Net Banking,5%,34200,South,New,Completed
ORD0205,03-02-2026,C084,Neha,Laptop,Electronics,Bangalore,1,55000,UPI,5%,52250,South,New,Completed
ORD0206,24-01-2026,C009,Sneha,Laptop,Electronics,Delhi,4,55000,UPI,10%,198000,North,New,Completed
ORD0207,07-10-2026,C070,Aditya,Vacuum Cleaner,Home Appliances,Bangalore,2,7500,Net Banking,5%,14250,South,Returning,Completed
ORD0208,12-04-2026,C043,Asha,T-Shirt,Clothing,Delhi,5,900,UPI,10%,4050,North,Returning,Cancelled
ORD0209,31-03-2026,C007,Suresh,Jacket,Clothing,Delhi,3,3200,Net Banking,20%,7680,North,New,Completed
ORD0210,10-04-2026,C035,Arjun,Laptop,Electronics,Chennai,5,55000,Net Banking,5%,261250,South,New,Completed
ORD0211,30-12-2026,C010,Kiran,Laptop,Electronics,Mumbai,4,55000,Net Banking,20%,176000,West,Returning,Cancelled
ORD0212,04-05-2026,C056,Meera,Jacket,Clothing,Mumbai,1,3200,Net Banking,0%,3200,West,Returning,Completed
ORD0213,06-06-2026,C037,Pooja,Keyboard,Electronics,Mangalore,4,1800,Card,20%,5760,South,Returning,Completed
ORD0214,16-03-2026,C063,Suresh,Mixer,Home Appliances,Mysore,4,3500,Cash,5%,13300,South,New,Completed
ORD0215,04-06-2026,C088,Rahul,Mixer,Home Appliances,Pune,1,3500,UPI,5%,3325,West,Returning,Completed
ORD0216,07-04-2026,C087,Manoj,Microwave,Home Appliances,Pune,1,11000,Cash,10%,9900,West,New,Completed
ORD0217,05-07-2026,C012,Sneha,Bookshelf,Furniture,Pune,5,6500,Net Banking,15%,27625,West,Returning,Completed
ORD0218,08-03-2026,C029,Sneha,Jeans,Clothing,Mangalore,2,1800,Card,10%,3240,South,Returning,Completed
ORD0219,02-10-2026,C031,Neha,Smartphone,Electronics,Delhi,4,32000,UPI,0%,128000,North,Returning,Completed
ORD0220,25-08-2026,C093,Aditya,Jacket,Clothing,Pune,2,3200,UPI,0%,6400,West,New,Cancelled
ORD0221,08-02-2026,C046,Aditya,T-Shirt,Clothing,Mangalore,3,900,UPI,20%,2160,South,New,Completed
ORD0222,28-02-2026,C001,Manoj,Jacket,Clothing,Mumbai,5,3200,UPI,15%,13600,West,New,Completed
